# Frame 13500, 10
0,car,501,485,552,538,92.21,13500
1,car,569,539,615,574,87.67,13500
2,car,347,253,370,272,70.45,13500
3,car,143,261,159,283,61.41,13500
4,car,265,207,286,223,60.33,13500
5,car,253,203,266,216,58.91,13500
6,car,310,230,331,247,53.73,13500
7,car,192,195,207,215,52.40,13500
8,car,657,485,683,514,50.43,13500
9,car,172,195,191,214,46.40,13500
# Frame 13501, 10
0,car,501,485,552,538,92.33,13501
1,car,569,539,615,574,87.71,13501
2,car,347,253,370,272,68.33,13501
3,car,143,260,158,282,60.54,13501
4,car,253,203,266,215,60.27,13501
5,car,265,208,285,223,59.60,13501
6,car,310,230,331,247,54.48,13501
7,car,192,196,207,215,51.86,13501
8,car,657,485,683,514,48.15,13501
9,car,172,195,191,215,43.35,13501
# Frame 13502, 10
0,car,501,485,552,538,92.33,13502
1,car,569,539,615,574,87.71,13502
2,car,347,253,370,272,68.42,13502
3,car,142,259,157,281,60.13,13502
4,car,253,203,266,215,60.13,13502
5,car,265,208,284,223,58.44,13502
6,car,310,230,331,247,53.45,13502
7,car,192,196,207,215,52.86,13502
8,car,657,485,683,514,48.28,13502
9,car,172,195,191,216,34.47,13502
# Frame 13503, 10
0,car,501,485,552,538,92.33,13503
1,car,569,539,615,574,87.71,13503
2,car,347,253,370,272,68.31,13503
3,car,253,203,266,215,60.00,13503
4,car,265,208,284,223,58.02,13503
5,car,191,196,207,215,56.24,13503
6,car,310,230,331,247,53.48,13503
7,car,142,258,156,279,50.77,13503
8,car,657,485,683,514,48.25,13503
9,car,172,195,191,216,35.95,13503
# Frame 13504, 11
0,car,501,485,552,538,92.50,13504
1,car,569,539,615,574,87.63,13504
2,car,347,253,370,272,68.15,13504
3,car,253,203,266,215,59.17,13504
4,car,265,208,284,223,58.55,13504
5,car,310,230,331,247,52.77,13504
6,car,192,196,207,216,50.73,13504
7,car,657,485,683,514,48.16,13504
8,car,142,257,155,279,39.85,13504
9,car,172,195,192,216,33.97,13504
10,car,163,162,177,177,28.41,13504
# Frame 13505, 11
0,car,501,485,552,538,92.51,13505
1,car,569,539,615,574,87.49,13505
2,car,347,253,370,272,68.24,13505
3,car,192,196,207,216,62.72,13505
4,car,253,203,266,215,59.73,13505
5,car,265,208,283,223,58.13,13505
6,car,172,195,193,216,57.20,13505
7,car,142,258,155,278,53.18,13505
8,car,309,231,331,247,50.40,13505
9,car,657,485,682,514,48.77,13505
10,car,163,162,177,177,29.01,13505
# Frame 13506, 11
0,car,501,485,552,538,92.38,13506
1,car,569,539,615,574,87.73,13506
2,car,347,253,370,272,68.14,13506
3,car,191,196,208,216,61.63,13506
4,car,253,203,266,215,59.63,13506
5,car,265,208,283,223,57.77,13506
6,car,141,256,154,276,57.44,13506
7,car,309,231,331,247,51.98,13506
8,car,172,195,192,216,49.03,13506
9,car,657,485,683,514,48.73,13506
10,car,163,162,177,177,27.27,13506
# Frame 13507, 11
0,car,501,485,552,538,92.56,13507
1,car,569,539,615,574,87.59,13507
2,car,347,253,370,272,68.14,13507
3,car,192,197,209,217,58.26,13507
4,car,265,208,284,223,57.64,13507
5,car,253,203,267,216,57.22,13507
6,car,310,230,331,247,51.50,13507
7,car,172,195,193,217,49.99,13507
8,car,141,253,154,276,47.37,13507
